Id,Name,State__c,Grade_Level__c
01tWj00000BgsSgIAJ,Arkansas ATLAS Success Biology - Digital Only,,
01tWj00000BgsSnIAJ,Arkansas ATLAS Success Geometry - Color Print + Digital,,
01tWj00000BgsSoIAJ,Arkansas ATLAS Success Geometry - Digital Only,,
01tWj00000BgsSvIAJ,Arkansas ATLAS Success Grade 3 ELA - Color Print + Digital,,
01tWj00000BgsSwIAJ,Arkansas ATLAS Success Grade 3 ELA - Digital Only,,
01tWj00000BgsSxIAJ,Arkansas ATLAS Success Grade 3 Mathematics - Color Print + Digital,,
01tWj00000BgsSyIAJ,Arkansas ATLAS Success Grade 3 Mathematics - Digital Only,,
01tWj00000BgsSzIAJ,Arkansas ATLAS Success Grade 3 Science - Color Print + Digital,,
01tWj00000BgsT0IAJ,Arkansas ATLAS Success Grade 3 Science - Digital Only,,
01tWj00000BgsT1IAJ,Arkansas ATLAS Success Grade 4 ELA - Color Print + Digital,,
01tWj00000BgsT2IAJ,Arkansas ATLAS Success Grade 4 ELA - Digital Only,,
01tWj00000BgsT3IAJ,Arkansas ATLAS Success Grade 4 Mathematics - Color Print + Digital,,
01tWj00000BgsT4IAJ,Arkansas ATLAS Success Grade 4 Mathematics - Digital Only,,
01tWj00000BgsT5IAJ,Arkansas ATLAS Success Grade 4 Science - Color Print + Digital,,
01tWj00000BgsT6IAJ,Arkansas ATLAS Success Grade 4 Science - Digital Only,,
01tWj00000BgsT7IAJ,Arkansas ATLAS Success Grade 5 ELA - Color Print + Digital,,
01tWj00000BgsT8IAJ,Arkansas ATLAS Success Grade 5 ELA - Digital Only,,
01tWj00000BgsT9IAJ,Arkansas ATLAS Success Grade 5 Mathematics - Color Print + Digital,,
01tWj00000BgsTAIAZ,Arkansas ATLAS Success Grade 5 Mathematics - Digital Only,,
01tWj00000BgsTBIAZ,Arkansas ATLAS Success Grade 5 Science - Color Print + Digital,,
01tWj00000BgsTCIAZ,Arkansas ATLAS Success Grade 5 Science - Digital Only,,
01tWj00000BgsTDIAZ,Arkansas ATLAS Success Grade 6 ELA - Color Print + Digital,,
01tWj00000BgsTEIAZ,Arkansas ATLAS Success Grade 6 ELA - Digital Only,,
01tWj00000BgsTFIAZ,Arkansas ATLAS Success Grade 6 Mathematics - Color Print + Digital,,
01tWj00000BgsTGIAZ,Arkansas ATLAS Success Grade 6 Mathematics - Digital Only,,
01tWj00000BgsTHIAZ,Arkansas ATLAS Success Grade 6 Science - Color Print + Digital,,
01tWj00000BgsTIIAZ,Arkansas ATLAS Success Grade 6 Science - Digital Only,,
01tWj00000BgsTJIAZ,Arkansas ATLAS Success Grade 7 ELA - Color Print + Digital,,
01tWj00000BgsTKIAZ,Arkansas ATLAS Success Grade 7 ELA - Digital Only,,
01tWj00000BgsTLIAZ,Arkansas ATLAS Success Grade 7 Mathematics - Color Print + Digital,,
01tWj00000BgsTMIAZ,Arkansas ATLAS Success Grade 7 Mathematics - Digital Only,,
01tWj00000BgsTNIAZ,Arkansas ATLAS Success Grade 7 Science - Color Print + Digital,,
01tWj00000BgsTOIAZ,Arkansas ATLAS Success Grade 7 Science - Digital Only,,
01tWj00000BgsTPIAZ,Arkansas ATLAS Success Grade 8 ELA - Color Print + Digital,,
01tWj00000BgsTQIAZ,Arkansas ATLAS Success Grade 8 ELA - Digital Only,,
01tWj00000BgsTRIAZ,Arkansas ATLAS Success Grade 8 Mathematics - Color Print + Digital,,
01tWj00000BgsTSIAZ,Arkansas ATLAS Success Grade 8 Mathematics - Digital Only,,
01tWj00000BgsTTIAZ,Arkansas ATLAS Success Grade 8 Science - Color Print + Digital,,
01tWj00000BgsTUIAZ,Arkansas ATLAS Success Grade 8 Science - Digital Only,,
01tWj00000BgsTVIAZ,Basics Made Easy: Grammar and Usage Review - Color Print + Digital,,
01tWj00000BgsTWIAZ,Basics Made Easy: Grammar and Usage Review - Digital Only,,
01tWj00000BgsTbIAJ,Basics Made Easy: Mathematics Review - Color Print + Digital,,
01tWj00000BgsTcIAJ,Basics Made Easy: Mathematics Review - Digital Only,,
01tWj00000BgsThIAJ,Basics Made Easy: Reading Review - Color Print + Digital,,
01tWj00000BgsTiIAJ,Basics Made Easy: Reading Review - Digital Only,,
01tWj00000BgsTnIAJ,Basics Made Easy: Writing Review - Color Print + Digital,,
01tWj00000BgsToIAJ,Basics Made Easy: Writing Review - Digital Only,,
01tWj00000BgsSdIAJ,Arkansas ATLAS Success Algebra 1 - Color Print + Digital,,
01tWj00000BgsTtIAJ,Biology Foundations - Color Print + Digital,,
01tWj00000BgsTuIAJ,Biology Foundations - Digital Only,,
01tWj00000BgsU1IAJ,Economics Foundations - Color Print + Digital,,
01tWj00000BgsU2IAJ,Economics Foundations - Digital Only,,
01tWj00000BgsU9IAJ,English I Foundations - Color Print + Digital,,
01tWj00000BgsUAIAZ,English I Foundations - Digital Only,,
01tWj00000BgsUHIAZ,English II Foundations - Color Print + Digital,,
01tWj00000BgsUIIAZ,English II Foundations - Digital Only,,
01tWj00000BgsUPIAZ,Foundations Grade 1 English Language Arts - Color Print + Digital,,
01tWj00000BgsUQIAZ,Foundations Grade 1 English Language Arts - Digital Only,,
01tWj00000BgsURIAZ,Foundations Grade 1 Mathematics - Color Print + Digital,,
01tWj00000BgsUSIAZ,Foundations Grade 1 Mathematics - Digital Only,,
01tWj00000BgsUTIAZ,Foundations Grade 2 English Language Arts - Color Print + Digital,,
01tWj00000BgsUUIAZ,Foundations Grade 2 English Language Arts - Digital Only,,
01tWj00000BgsUVIAZ,Foundations Grade 2 Mathematics - Color Print + Digital,,
01tWj00000BgsUWIAZ,Foundations Grade 2 Mathematics - Digital Only,,
01tWj00000BgsUXIAZ,Foundations Kindergarten English Language Arts - Color Print + Digital,,
01tWj00000BgsUYIAZ,Foundations Kindergarten English Language Arts - Digital Only,,
01tWj00000BgsUZIAZ,Foundations Kindergarten Mathematics - Color Print + Digital,,
01tWj00000BgsUaIAJ,Foundations Kindergarten Mathematics - Digital Only,,
01tWj00000BgsUbIAJ,Gearing Up for 1st Grade English Language Arts - Color Print + Digital,,
01tWj00000BgsUcIAJ,Gearing Up for 1st Grade English Language Arts - Digital Only,,
01tWj00000BgsUdIAJ,Gearing Up for 1st Grade Mathematics - Color Print + Digital,,
01tWj00000BgsUeIAJ,Gearing Up for 1st Grade Mathematics - Digital Only,,
01tWj00000BgsUfIAJ,Gearing Up for 2nd Grade English Language Arts - Color Print + Digital,,
01tWj00000BgsUgIAJ,Gearing Up for 2nd Grade English Language Arts - Digital Only,,
01tWj00000BgsSeIAJ,Arkansas ATLAS Success Algebra 1 - Digital Only,,
01tWj00000BgsRTIAZ,ACT Achievement English - Color Print + Digital,,
01tWj00000BgsRUIAZ,ACT Achievement English - Digital Only,,
01tWj00000BgsRVIAZ,ACT Achievement Mathematics - Color Print + Digital,,
01tWj00000BgsRWIAZ,ACT Achievement Mathematics - Digital Only,,
01tWj00000BgsRXIAZ,ACT Achievement Reading - Color Print + Digital,,
01tWj00000BgsRYIAZ,ACT Achievement Reading - Digital Only,,
01tWj00000BgsRZIAZ,ACT Achievement Science - Color Print + Digital,,
01tWj00000BgsRaIAJ,ACT Achievement Science - Digital Only,,
01tWj00000BgsRbIAJ,ACT Achievement Writing - Color Print + Digital,,
01tWj00000BgsRcIAJ,ACT Achievement Writing - Digital Only,,
01tWj00000BgsRdIAJ,Alabama ACAP Success Grade 2 English Language Arts - Color Print + Digital,,
01tWj00000BgsReIAJ,Alabama ACAP Success Grade 2 English Language Arts - Digital Only,,
01tWj00000BgsRfIAJ,Alabama ACAP Success Grade 2 Mathematics - Color Print + Digital,,
01tWj00000BgsRgIAJ,Alabama ACAP Success Grade 2 Mathematics - Digital Only,,
01tWj00000BgsRhIAJ,Alabama ACAP Success Grade 3 English Language Arts - Color Print + Digital,,
01tWj00000BgsRiIAJ,Alabama ACAP Success Grade 3 English Language Arts - Digital Only,,
01tWj00000BgsRjIAJ,Alabama ACAP Success Grade 3 Mathematics - Color Print + Digital,,
01tWj00000BgsRkIAJ,Alabama ACAP Success Grade 3 Mathematics - Digital Only,,
01tWj00000BgsRlIAJ,Alabama ACAP Success Grade 4 English Language Arts - Color Print + Digital,,
01tWj00000BgsRmIAJ,Alabama ACAP Success Grade 4 English Language Arts - Digital Only,,
01tWj00000BgsRnIAJ,Alabama ACAP Success Grade 4 Mathematics - Color Print + Digital,,
01tWj00000BgsRoIAJ,Alabama ACAP Success Grade 4 Mathematics - Digital Only,,
01tWj00000BgsRpIAJ,Alabama ACAP Success Grade 4 Science - Color Print + Digital,,
01tWj00000BgsRqIAJ,Alabama ACAP Success Grade 4 Science - Digital Only,,
01tWj00000BgsRrIAJ,Alabama ACAP Success Grade 5 English Language Arts - Color Print + Digital,,
01tWj00000BgsRsIAJ,Alabama ACAP Success Grade 5 English Language Arts - Digital Only,,
01tWj00000BgsRtIAJ,Alabama ACAP Success Grade 5 Mathematics - Color Print + Digital,,
01tWj00000BgsRuIAJ,Alabama ACAP Success Grade 5 Mathematics - Digital Only,,
01tWj00000BgsRvIAJ,Alabama ACAP Success Grade 6 English Language Arts - Color Print + Digital,,
01tWj00000BgsRwIAJ,Alabama ACAP Success Grade 6 English Language Arts - Digital Only,,
01tWj00000BgsRxIAJ,Alabama ACAP Success Grade 6 Mathematics - Color Print + Digital,,
01tWj00000BgsRyIAJ,Alabama ACAP Success Grade 6 Mathematics - Digital Only,,
01tWj00000BgsRzIAJ,Alabama ACAP Success Grade 6 Science - Color Print + Digital,,
01tWj00000BgsS0IAJ,Alabama ACAP Success Grade 6 Science - Digital Only,,
01tWj00000BgsS1IAJ,Alabama ACAP Success Grade 7 English Language Arts - Color Print + Digital,,
01tWj00000BgsS2IAJ,Alabama ACAP Success Grade 7 English Language Arts - Digital Only,,
01tWj00000BgsS3IAJ,Alabama ACAP Success Grade 7 Mathematics - Color Print + Digital,,
01tWj00000BgsS4IAJ,Alabama ACAP Success Grade 7 Mathematics - Digital Only,,
01tWj00000BgsS5IAJ,Alabama ACAP Success Grade 8 English Language Arts - Color Print + Digital,,
01tWj00000BgsS6IAJ,Alabama ACAP Success Grade 8 English Language Arts - Digital Only,,
01tWj00000BgsS7IAJ,Alabama ACAP Success Grade 8 Mathematics - Color Print + Digital,,
01tWj00000BgsS8IAJ,Alabama ACAP Success Grade 8 Mathematics - Digital Only,,
01tWj00000BgsS9IAJ,Alabama ACAP Success Grade 8 Science - Color Print + Digital,,
01tWj00000BgsSAIAZ,Alabama ACAP Success Grade 8 Science - Digital Only,,
01tWj00000BgsSBIAZ,Alabama Course of Study Success Grade 3 Science - Color Print + Digital,,
01tWj00000BgsSCIAZ,Alabama Course of Study Success Grade 3 Science - Digital Only,,
01tWj00000BgsSDIAZ,Alabama Course of Study Success Grade 5 Science - Color Print + Digital,,
01tWj00000BgsSEIAZ,Alabama Course of Study Success Grade 5 Science - Digital Only,,
01tWj00000BgsSFIAZ,Alabama Course of Study Success Grade 7 Science - Color Print + Digital,,
01tWj00000BgsSGIAZ,Alabama Course of Study Success Grade 7 Science - Digital Only,,
01tWj00000BgsSHIAZ,Algebra I Foundations - Color Print + Digital,,
01tWj00000BgsSIIAZ,Algebra I Foundations - Digital Only,,
01tWj00000BgsSPIAZ,Algebra II Foundations - Color Print + Digital,,
01tWj00000BgsSQIAZ,Algebra II Foundations - Digital Only,,
01tWj00000BgsW4IAJ,Georgia GSE Success Physical Science - Digital Only,,
01tWj00000BgsW5IAJ,Georgia GSE Success Physical Science - Color Print + Digital,,
01tWj00000BgsW7IAJ,Georgia GSE Success US History EOC: Milestones Edition - Color Print + Digital,,
01tWj00000BgsW8IAJ,Georgia GSE Success US History EOC: Milestones Edition - Digital Only,,
01tWj00000BgsWBIAZ,Georgia K-12 Standards Success Advanced Algebra: Concepts & Connections - Color Print + Digital,,
01tWj00000BgsWCIAZ,Georgia K-12 Standards Success Advanced Algebra: Concepts & Connections - Digital Only,,
01tWj00000BgsVsIAJ,Georgia GSE Success Grade 8 Science EOG: Milestones Edition - Digital Only,,
01tWj00000BgsVtIAJ,Georgia GSE Success Grade 8 Social Studies - Color Print + Digital,,
01tWj00000BgsVuIAJ,Georgia GSE Success Grade 8 Social Studies - Digital Only,,
01tWj00000BgsVvIAJ,Georgia GSE Success in Personal Finance and Economics - Color Print + Digital,,
01tWj00000BgsVwIAJ,Georgia GSE Success in Personal Finance and Economics - Digital Only,,
01tWj00000BgsVrIAJ,Georgia GSE Success Grade 8 Science EOG: Milestones Edition - Color Print + Digital,,
01tWj00000BgsVqIAJ,Georgia GSE Success Grade 7 Social Studies - Digital Only,,
01tWj00000BgsVpIAJ,Georgia GSE Success Grade 7 Social Studies - Color Print + Digital,,
01tWj00000BgsUjIAJ,Gearing Up for 3rd Grade English Language Arts - Color Print + Digital,,
01tWj00000BgsUkIAJ,Gearing Up for 3rd Grade English Language Arts - Digital Only,,
01tWj00000BgsUlIAJ,Gearing Up for 3rd Grade Mathematics - Color Print + Digital,,
01tWj00000BgsUmIAJ,Gearing Up for 3rd Grade Mathematics - Digital Only,,
01tWj00000BgsUnIAJ,Gearing Up for 4th Grade English Language Arts - Color Print + Digital,,
01tWj00000BgsUoIAJ,Gearing Up for 4th Grade English Language Arts - Digital Only,,
01tWj00000BgsUpIAJ,Gearing Up for 4th Grade Mathematics - Color Print + Digital,,
01tWj00000BgsUqIAJ,Gearing Up for 4th Grade Mathematics - Digital Only,,
01tWj00000BgsUrIAJ,Gearing Up for 5th Grade English Language Arts - Color Print + Digital,,
01tWj00000BgsUsIAJ,Gearing Up for 5th Grade English Language Arts - Digital Only,,
01tWj00000BgsUtIAJ,Gearing Up for 5th Grade Mathematics - Color Print + Digital,,
01tWj00000BgsUuIAJ,Gearing Up for 5th Grade Mathematics - Digital Only,,
01tWj00000BgsUvIAJ,Gearing Up for 6th Grade English Language Arts - Color Print + Digital,,
01tWj00000BgsUwIAJ,Gearing Up for 6th Grade English Language Arts - Digital Only,,
01tWj00000BgsUxIAJ,Gearing Up for 6th Grade Mathematics - Color Print + Digital,,
01tWj00000BgsUyIAJ,Gearing Up for 6th Grade Mathematics - Digital Only,,
01tWj00000BgsUiIAJ,Gearing Up for 2nd Grade Mathematics - Digital Only,,
01tWj00000BgsUhIAJ,Gearing Up for 2nd Grade Mathematics - Color Print + Digital,,
01tWj00000BgsVoIAJ,Georgia GSE Success Grade 7 Science - Digital Only,,
01tWj00000BgsVnIAJ,Georgia GSE Success Grade 7 Science - Color Print + Digital,,
01tWj00000BgsVmIAJ,Georgia GSE Success Grade 6 Social Studies - Digital Only,,
01tWj00000BgsVlIAJ,Georgia GSE Success Grade 6 Social Studies - Color Print + Digital,,
01tWj00000BgsVkIAJ,Georgia GSE Success Grade 6 Science - Digital Only,,
01tWj00000BgsVjIAJ,Georgia GSE Success Grade 6 Science - Color Print + Digital,,
01tWj00000BgsViIAJ,Georgia GSE Success Grade 5 Social Studies - Digital Only,,
01tWj00000BgsVhIAJ,Georgia GSE Success Grade 5 Social Studies - Color Print + Digital,,
01tWj00000BgsVgIAJ,Georgia GSE Success Grade 5 Science EOG: Milestones Edition - Digital Only,,
01tWj00000BgsVfIAJ,Georgia GSE Success Grade 5 Science EOG: Milestones Edition - Color Print + Digital,,
01tWj00000BgsVeIAJ,Georgia GSE Success Grade 4 Social Studies - Digital Only,,
01tWj00000BgsVdIAJ,Georgia GSE Success Grade 4 Social Studies - Color Print + Digital,,
01tWj00000BgsVcIAJ,Georgia GSE Success Grade 4 Science - Digital Only,,
01tWj00000BgsVbIAJ,Georgia GSE Success Grade 4 Science - Color Print + Digital,,
01tWj00000BgsVaIAJ,Georgia GSE Success Grade 3 Social Studies - Digital Only,,
01tWj00000BgsVZIAZ,Georgia GSE Success Grade 3 Social Studies - Color Print + Digital,,
01tWj00000BgsVYIAZ,Georgia GSE Success Grade 3 Science - Digital Only,,
01tWj00000BgsVXIAZ,Georgia GSE Success Grade 3 Science - Color Print + Digital,,
01tWj00000BgsVWIAZ,Georgia GSE Success Biology EOC: Milestones Edition - Digital Only,,
01tWj00000BgsVVIAZ,Georgia GSE Success Biology EOC: Milestones Edition - Color Print + Digital,,
01tWj00000BgsVSIAZ,Georgia GSE Success American Government/Civics - Digital Only,,
01tWj00000BgsVRIAZ,Georgia GSE Success American Government/Civics - Color Print + Digital,,
01tWj00000BgsVMIAZ,Geometry Foundations - Digital Only,,
01tWj00000BgsVLIAZ,Geometry Foundations - Color Print + Digital,,
01tWj00000BgsVEIAZ,Gearing Up for Algebra I - Digital Only,,
01tWj00000BgsVDIAZ,Gearing Up for Algebra I - Color Print + Digital,,
01tWj00000BgsVAIAZ,Gearing Up for 9th Grade Literature & Composition - Digital Only,,
01tWj00000BgsV9IAJ,Gearing Up for 9th Grade Literature & Composition - Color Print + Digital,,
01tWj00000BgsV6IAJ,Gearing Up for 8th Grade Mathematics - Digital Only,,
01tWj00000BgsV5IAJ,Gearing Up for 8th Grade Mathematics - Color Print + Digital,,
01tWj00000BgsV4IAJ,Gearing Up for 8th Grade English Language Arts - Digital Only,,
01tWj00000BgsV3IAJ,Gearing Up for 8th Grade English Language Arts - Color Print + Digital,,
01tWj00000BgsV2IAJ,Gearing Up for 7th Grade Mathematics - Digital Only,,
01tWj00000BgsV1IAJ,Gearing Up for 7th Grade Mathematics - Color Print + Digital,,
01tWj00000BgsV0IAJ,Gearing Up for 7th Grade English Language Arts - Digital Only,,
01tWj00000BgsUzIAJ,Gearing Up for 7th Grade English Language Arts - Color Print + Digital,,
01tWj00000BgsfvIAB,LEAP 2025 Prep in 8th Grade ELA - Color Print + Digital,,
01tWj00000BgsclIAB,Georgia K-12 Standards Success Algebra: Concepts & Connections EOC - Color Print + Digital,,
01tWj00000BgscmIAB,Georgia K-12 Standards Success Algebra: Concepts & Connections EOC - Digital Only,,
01tWj00000BgscnIAB,Georgia K-12 Standards Success Enhanced Advanced Algebra and AP Precalculus: Concepts & Connections EOC - Color Print + Digital,,
01tWj00000BgscoIAB,Georgia K-12 Standards Success Enhanced Advanced Algebra and AP Precalculus: Concepts & Connections EOC - Digital Only,,
01tWj00000BgscvIAB,Georgia K-12 Standards Success Enhanced Advanced Algebra and AP Precalculus: Concepts & Connections EOC Alternative Sequence - Color Print + Digital,,
01tWj00000BgscwIAB,Georgia K-12 Standards Success Enhanced Advanced Algebra and AP Precalculus: Concepts & Connections EOC Alternative Sequence - Digital Only,,
01tWj00000Bgsd3IAB,Georgia K-12 Standards Success Enhanced Algebra: Concepts & Connections EOC - Color Print + Digital,,
01tWj00000Bgsd4IAB,Georgia K-12 Standards Success Enhanced Algebra: Concepts & Connections EOC - Digital Only,,
01tWj00000Bgsd5IAB,Georgia K-12 Standards Success Geometry: Concepts & Connections - Color Print + Digital,,
01tWj00000Bgsd6IAB,Georgia K-12 Standards Success Geometry: Concepts & Connections - Digital Only,,
01tWj00000BgsdDIAR,Georgia K-12 Standards Success Grade 1 ELA - Color Print + Digital,,
01tWj00000BgsdEIAR,Georgia K-12 Standards Success Grade 1 ELA - Digital Only,,
01tWj00000BgsdFIAR,Georgia K-12 Standards Success Grade 1 Mathematics - Color Print + Digital,,
01tWj00000BgsdGIAR,Georgia K-12 Standards Success Grade 1 Mathematics - Digital Only,,
01tWj00000BgsdHIAR,Georgia K-12 Standards Success Grade 2 ELA - Color Print + Digital,,
01tWj00000BgsdIIAR,Georgia K-12 Standards Success Grade 2 ELA - Digital Only,,
01tWj00000BgsdJIAR,Georgia K-12 Standards Success Grade 2 Mathematics - Color Print + Digital,,
01tWj00000BgsdKIAR,Georgia K-12 Standards Success Grade 2 Mathematics - Digital Only,,
01tWj00000BgsdLIAR,Georgia K-12 Standards Success Grade 3 ELA - Color Print + Digital,,
01tWj00000BgsdMIAR,Georgia K-12 Standards Success Grade 3 ELA - Digital Only,,
01tWj00000BgsdNIAR,Georgia K-12 Standards Success Grade 3 Mathematics - Color Print + Digital,,
01tWj00000BgsdOIAR,Georgia K-12 Standards Success Grade 3 Mathematics - Digital Only,,
01tWj00000BgsdPIAR,Georgia K-12 Standards Success Grade 4 ELA - Color Print + Digital,,
01tWj00000BgsdQIAR,Georgia K-12 Standards Success Grade 4 ELA - Digital Only,,
01tWj00000BgsdRIAR,Georgia K-12 Standards Success Grade 4 Mathematics - Color Print + Digital,,
01tWj00000BgsdSIAR,Georgia K-12 Standards Success Grade 4 Mathematics - Digital Only,,
01tWj00000BgsdTIAR,Georgia K-12 Standards Success Grade 5 ELA - Color Print + Digital,,
01tWj00000BgsdUIAR,Georgia K-12 Standards Success Grade 5 ELA - Digital Only,,
01tWj00000BgsdVIAR,Georgia K-12 Standards Success Grade 5 Mathematics - Color Print + Digital,,
01tWj00000BgsdWIAR,Georgia K-12 Standards Success Grade 5 Mathematics - Digital Only,,
01tWj00000BgsdXIAR,Georgia K-12 Standards Success Grade 6 ELA - Color Print + Digital,,
01tWj00000BgsdYIAR,Georgia K-12 Standards Success Grade 6 ELA - Digital Only,,
01tWj00000BgsdZIAR,Georgia K-12 Standards Success Grade 6 Mathematics - Color Print + Digital,,
01tWj00000BgsdaIAB,Georgia K-12 Standards Success Grade 6 Mathematics - Digital Only,,
01tWj00000BgsdbIAB,Georgia K-12 Standards Success Grade 7 ELA - Color Print + Digital,,
01tWj00000BgsdcIAB,Georgia K-12 Standards Success Grade 7 ELA - Digital Only,,
01tWj00000BgsddIAB,Georgia K-12 Standards Success Grade 7 Mathematics - Color Print + Digital,,
01tWj00000BgsdeIAB,Georgia K-12 Standards Success Grade 7 Mathematics - Digital Only,,
01tWj00000BgsdfIAB,Georgia K-12 Standards Success Grade 8 ELA - Color Print + Digital,,
01tWj00000BgsdgIAB,Georgia K-12 Standards Success Grade 8 ELA - Digital Only,,
01tWj00000BgsdhIAB,Georgia K-12 Standards Success Grade 8 Mathematics - Color Print + Digital,,
01tWj00000BgsdiIAB,Georgia K-12 Standards Success Grade 8 Mathematics - Digital Only,,
01tWj00000BgsdjIAB,Georgia K-12 Standards Success Kindergarten ELA - Color Print + Digital,,
01tWj00000BgsdkIAB,Georgia K-12 Standards Success Kindergarten ELA - Digital Only,,
01tWj00000BgsdlIAB,Georgia K-12 Standards Success Kindergarten Mathematics - Color Print + Digital,,
01tWj00000BgsdmIAB,Georgia K-12 Standards Success Kindergarten Mathematics - Digital Only,,
01tWj00000BgsdnIAB,Georgia K-12 Standards Success Literature & Composition I - Color Print + Digital,,
01tWj00000BgsdoIAB,Georgia K-12 Standards Success Literature & Composition I - Digital Only,,
01tWj00000BgsdvIAB,Georgia K-12 Standards Success Literature & Composition II - Color Print + Digital,,
01tWj00000BgsdwIAB,Georgia K-12 Standards Success Literature & Composition II - Digital Only,,
01tWj00000Bgse3IAB,Georgia K-12 Standards Success Literature & Composition III - Color Print + Digital,,
01tWj00000Bgse4IAB,Georgia K-12 Standards Success Literature & Composition III - Digital Only,,
01tWj00000BgseBIAR,Kentucky ACT Achievement English - Color Print + Digital,,
01tWj00000BgseCIAR,Kentucky ACT Achievement English - Digital Only,,
01tWj00000BgseDIAR,Kentucky ACT Achievement Math - Color Print + Digital,,
01tWj00000BgseEIAR,Kentucky ACT Achievement Math - Digital Only,,
01tWj00000BgseFIAR,Kentucky ACT Achievement Reading - Color Print + Digital,,
01tWj00000BgseGIAR,Kentucky ACT Achievement Reading - Digital Only,,
01tWj00000BgseHIAR,Kentucky ACT Achievement Science - Color Print + Digital,,
01tWj00000BgseIIAR,Kentucky ACT Achievement Science - Digital Only,,
01tWj00000BgseJIAR,Kentucky ACT Achievement Writing - Color Print + Digital,,
01tWj00000BgseKIAR,Kentucky ACT Achievement Writing - Digital Only,,
01tWj00000BgseLIAR,Kentucky KSA Success Grade 10 Mathematics - Color Print + Digital,,
01tWj00000BgseMIAR,Kentucky KSA Success Grade 10 Mathematics - Digital Only,,
01tWj00000BgseNIAR,Kentucky KSA Success Grade 10 Reading - Color Print + Digital,,
01tWj00000BgseOIAR,Kentucky KSA Success Grade 10 Reading - Digital Only,,
01tWj00000BgsePIAR,"Kentucky KSA Success Grade 11 On-Demand Writing, Editing, & Mechanics - Color Print + Digital",,
01tWj00000BgseQIAR,"Kentucky KSA Success Grade 11 On-Demand Writing, Editing, & Mechanics - Digital Only",,
01tWj00000BgseRIAR,Kentucky KSA Success Grade 11 Science - Color Print + Digital,,
01tWj00000BgseSIAR,Kentucky KSA Success Grade 11 Science - Digital Only,,
01tWj00000BgseTIAR,Kentucky KSA Success Grade 11 Social Studies - Color Print + Digital,,
01tWj00000BgseUIAR,Kentucky KSA Success Grade 11 Social Studies - Digital Only,,
01tWj00000BgseVIAR,Kentucky KSA Success Grade 3 Mathematics - Color Print + Digital,,
01tWj00000BgseWIAR,Kentucky KSA Success Grade 3 Mathematics - Digital Only,,
01tWj00000BgseXIAR,Kentucky KSA Success Grade 3 Reading - Color Print + Digital,,
01tWj00000BgseYIAR,Kentucky KSA Success Grade 3 Reading - Digital Only,,
01tWj00000BgseZIAR,Kentucky KSA Success Grade 4 Mathematics - Color Print + Digital,,
01tWj00000BgseaIAB,Kentucky KSA Success Grade 4 Mathematics - Digital Only,,
01tWj00000BgsebIAB,Kentucky KSA Success Grade 4 Reading - Color Print + Digital,,
01tWj00000BgsecIAB,Kentucky KSA Success Grade 4 Reading - Digital Only,,
01tWj00000BgsedIAB,Kentucky KSA Success Grade 4 Science - Color Print + Digital,,
01tWj00000BgseeIAB,Kentucky KSA Success Grade 4 Science - Digital Only,,
01tWj00000BgsefIAB,Kentucky KSA Success Grade 5 Mathematics - Color Print + Digital,,
01tWj00000BgsegIAB,Kentucky KSA Success Grade 5 Mathematics - Digital Only,,
01tWj00000BgsehIAB,"Kentucky KSA Success Grade 5 On-Demand Writing, Editing, & Mechanics - Color Print + Digital",,
01tWj00000BgseiIAB,"Kentucky KSA Success Grade 5 On-Demand Writing, Editing, & Mechanics - Digital Only",,
01tWj00000BgsejIAB,Kentucky KSA Success Grade 5 Reading - Color Print + Digital,,
01tWj00000BgsekIAB,Kentucky KSA Success Grade 5 Reading - Digital Only,,
01tWj00000BgselIAB,Kentucky KSA Success Grade 5 Social Studies - Color Print + Digital,,
01tWj00000BgsemIAB,Kentucky KSA Success Grade 5 Social Studies - Digital Only,,
01tWj00000BgsenIAB,Kentucky KSA Success Grade 6 Mathematics - Color Print + Digital,,
01tWj00000BgseoIAB,Kentucky KSA Success Grade 6 Mathematics - Digital Only,,
01tWj00000BgsepIAB,Kentucky KSA Success Grade 6 Reading - Color Print + Digital,,
01tWj00000BgseqIAB,Kentucky KSA Success Grade 6 Reading - Digital Only,,
01tWj00000BgserIAB,Kentucky KSA Success Grade 7 Mathematics - Color Print + Digital,,
01tWj00000BgsesIAB,Kentucky KSA Success Grade 7 Mathematics - Digital Only,,
01tWj00000BgsetIAB,Kentucky KSA Success Grade 7 Reading - Color Print + Digital,,
01tWj00000BgseuIAB,Kentucky KSA Success Grade 7 Reading - Digital Only,,
01tWj00000BgsevIAB,Kentucky KSA Success Grade 7 Science - Color Print + Digital,,
01tWj00000BgsewIAB,Kentucky KSA Success Grade 7 Science - Digital Only,,
01tWj00000BgsexIAB,Kentucky KSA Success Grade 8 Mathematics - Color Print + Digital,,
01tWj00000BgseyIAB,Kentucky KSA Success Grade 8 Mathematics - Digital Only,,
01tWj00000BgsezIAB,"Kentucky KSA Success Grade 8 On-Demand Writing, Editing, & Mechanics - Color Print + Digital",,
01tWj00000Bgsf0IAB,"Kentucky KSA Success Grade 8 On-Demand Writing, Editing, & Mechanics - Digital Only",,
01tWj00000Bgsf1IAB,Kentucky KSA Success Grade 8 Reading - Color Print + Digital,,
01tWj00000Bgsf2IAB,Kentucky KSA Success Grade 8 Reading - Digital Only,,
